-32.4057,-32.0093,-31.9138,-25.1778,0
-33.0266,-32.3179,-31.6857,-24.9045,0
-33.5442,-32.4904,-31.4417,-24.5916,0
-33.9698,-32.6510,-31.1914,-24.2858,0
-34.3713,-32.8305,-30.9531,-23.9758,0
-34.7334,-33.0344,-30.7207,-23.6594,0
-35.0482,-33.2646,-30.4950,-23.3287,0
-35.2964,-33.5027,-30.2688,-22.9835,0
-35.4635,-33.7256,-30.0370,-22.6369,0
-35.5546,-33.9250,-29.8018,-22.3094,0
-35.6044,-34.1124,-29.5677,-22.0140,0
-35.6493,-34.3074,-29.3351,-21.7440,0
-35.7001,-34.5290,-29.0937,-21.4727,0
-35.7494,-34.7815,-28.8338,-21.1791,0
-35.7835,-35.0508,-28.5615,-20.8697,0
-35.7915,-35.3162,-28.2965,-20.5724,0
-35.7716,-35.5558,-28.0595,-20.3206,0
-35.7298,-35.7528,-27.8597,-20.1356,0
-35.6745,-35.9056,-27.6928,-20.0179,0
-35.6102,-36.0239,-27.5474,-19.9523,0
-35.5324,-36.1167,-27.4148,-19.9251,0
-35.4336,-36.1874,-27.2933,-19.9339,0
-35.3044,-36.2338,-27.1794,-19.9823,0
-35.1350,-36.2516,-27.0677,-20.0783,0
-34.9242,-36.2428,-26.9615,-20.2347,0
-34.6812,-36.2172,-26.8655,-20.4535,0
-34.4181,-36.1893,-26.7732,-20.7144,0
-34.1414,-36.1707,-26.6744,-20.9921,0
-33.8414,-36.1607,-26.5614,-21.2786,0
-33.4975,-36.1492,-26.4262,-21.5904,0
-33.1022,-36.1238,-26.2701,-21.9579,0
-32.6664,-36.0706,-26.1023,-22.4007,0
-32.2043,-35.9825,-25.9286,-22.9092,0
-31.7270,-35.8742,-25.7591,-23.4536,0
-31.2362,-35.7664,-25.6072,-24.0134,0
-30.7320,-35.6633,-25.4780,-24.5929,0
-30.2262,-35.5601,-25.3698,-25.2127,0
-29.7266,-35.4528,-25.2708,-25.8859,0
-29.2314,-35.3468,-25.1520,-26.5963,0
-28.7426,-35.2635,-24.9887,-27.3136,0
-28.2605,-35.2173,-24.7841,-28.0225,0
-27.7839,-35.1933,-24.5523,-28.7108,0
-27.3226,-35.1689,-24.3025,-29.3625,0
-26.8843,-35.1381,-24.0466,-29.9742,0
-26.4644,-35.1121,-23.7899,-30.5482,0
-26.0552,-35.1042,-23.5304,-31.0910,0
-25.6406,-35.1061,-23.2750,-31.6234,0
-25.2017,-35.0967,-23.0296,-32.1601,0
-24.7465,-35.0743,-22.7872,-32.6917,0
-24.3063,-35.0582,-22.5428,-33.2074,0
-23.9018,-35.0638,-22.2988,-33.7083,0
-23.5285,-35.0898,-22.0577,-34.1999,0
-23.1691,-35.1265,-21.8236,-34.6931,0
-22.8088,-35.1680,-21.6026,-35.1996,0
-22.4467,-35.2165,-21.3940,-35.7158,0
-22.0967,-35.2783,-21.1899,-36.2218,0
-21.7668,-35.3504,-20.9841,-36.7001,0
-21.4521,-35.4267,-20.7724,-37.1450,0
-21.1546,-35.5154,-20.5537,-37.5609,0
-20.8796,-35.6258,-20.3326,-37.9553,0
-20.6189,-35.7565,-20.1114,-38.3280,0
-20.3583,-35.9003,-19.8873,-38.6709,0
-20.0911,-36.0430,-19.6569,-38.9758,0
-19.8232,-36.1690,-19.4183,-39.2419,0
-19.5717,-36.2677,-19.1696,-39.4786,0
-19.3476,-36.3265,-18.9076,-39.7008,0
-19.1451,-36.3453,-18.6301,-39.9246,0
-18.9555,-36.3522,-18.3370,-40.1608,0
-18.7811,-36.3889,-18.0280,-40.4051,0
-18.6367,-36.4777,-17.7058,-40.6394,0
-18.5296,-36.6008,-17.3796,-40.8525,0
-18.4503,-36.7218,-17.0655,-41.0538,0
-18.3853,-36.8194,-16.7749,-41.2626,0
-18.3223,-36.8918,-16.5058,-41.4941,0
-18.2611,-36.9556,-16.2495,-41.7561,0
-18.2217,-37.0337,-16.0001,-42.0456,0
-18.2228,-37.1299,-15.7542,-42.3516,0
-18.2611,-37.2326,-15.5134,-42.6648,0
-18.3200,-37.3299,-15.2797,-42.9755,0
-18.3824,-37.4127,-15.0480,-43.2753,0
-18.4383,-37.4827,-14.8087,-43.5585,0
-18.4991,-37.5560,-14.5575,-43.8181,0
-18.5920,-37.6487,-14.3010,-44.0553,0
-18.7308,-37.7581,-14.0506,-44.2821,0
-18.9094,-37.8658,-13.8126,-44.5066,0
-19.1115,-37.9512,-13.5857,-44.7275,0
-19.3104,-38.0052,-13.3609,-44.9356,0
-19.4876,-38.0390,-13.1287,-45.1171,0
-19.6480,-38.0754,-12.8893,-45.2664,0
-19.8075,-38.1258,-12.6510,-45.3883,0
-19.9812,-38.1863,-12.4174,-45.4821,0
-20.1790,-38.2512,-12.1844,-45.5376,0
-20.3979,-38.3200,-11.9499,-45.5505,0
-20.6295,-38.3952,-11.7151,-45.5308,0
-20.8617,-38.4756,-11.4785,-45.4932,0
-21.0804,-38.5513,-11.2331,-45.4390,0
-21.2875,-38.6198,-10.9715,-45.3600,0
-21.5032,-38.6973,-10.6917,-45.2556,0
-21.7408,-38.8007,-10.4002,-45.1339,0
-21.9953,-38.9243,-10.1099,-45.0057,0
-22.2529,-39.0425,-9.8268,-44.8756,0
-22.5013,-39.1354,-9.5447,-44.7434,0
-22.7426,-39.2076,-9.2632,-44.6224,0
-22.9940,-39.2786,-8.9929,-44.5414,0
-23.2641,-39.3547,-8.7468,-44.5222,0
-23.5513,-39.4251,-8.5287,-44.5591,0
-23.8615,-39.4888,-8.3194,-44.6150,0
-24.2035,-39.5570,-8.0851,-44.6438,0
-24.5919,-39.6358,-7.8068,-44.6235,0
-25.0504,-39.7260,-7.4933,-44.5618,0
-25.5876,-39.8192,-7.1721,-44.4818,0
-26.1889,-39.8994,-6.8719,-44.4060,0
-26.8287,-39.9648,-6.6046,-44.3405,0
-27.4793,-40.0242,-6.3634,-44.2710,0
-28.1264,-40.0770,-6.1342,-44.1726,0
-28.7722,-40.1199,-5.9081,-44.0246,0
-29.4199,-40.1566,-5.6885,-43.8186,0
-30.0633,-40.1949,-5.4879,-43.5616,0
-30.6921,-40.2369,-5.3180,-43.2690,0
-31.3055,-40.2794,-5.1859,-42.9546,0
-31.9094,-40.3212,-5.0944,-42.6240,0
-32.4984,-40.3561,-5.0520,-42.2795,0
-33.0554,-40.3776,-5.0775,-41.9252,0
-33.5697,-40.3968,-5.1882,-41.5638,0
-34.0418,-40.4236,-5.3957,-41.2023,0
-34.4708,-40.4475,-5.7024,-40.8479,0
-34.8502,-40.4479,-6.0998,-40.4972,0
-35.1693,-40.3996,-6.5834,-40.1485,0
-35.4213,-40.2932,-7.1513,-39.8053,0
-35.6264,-40.1554,-7.7940,-39.4653,0
-35.8208,-40.0198,-8.5059,-39.1288,0
-36.0140,-39.8965,-9.2868,-38.7985,0
