-35.2510,-29.3769,-31.3227,-13.4507,0
-35.1855,-29.3578,-31.3457,-12.9571,0
-35.1190,-29.3642,-31.4374,-12.5329,0
-35.0328,-29.3939,-31.5594,-12.2002,0
-34.9069,-29.4395,-31.6964,-11.9103,0
-34.7476,-29.5026,-31.7982,-11.6172,0
-34.5748,-29.5911,-31.8437,-11.3029,0
-34.3932,-29.6946,-31.8395,-10.9673,0
-34.1953,-29.7824,-31.8126,-10.6311,0
-33.9775,-29.8383,-31.7904,-10.3215,0
-33.7322,-29.8667,-31.7834,-10.0523,0
-33.4606,-29.8916,-31.7838,-9.8187,0
-33.1946,-29.9589,-31.7850,-9.6155,0
-32.9564,-30.0781,-31.7857,-9.4411,0
-32.7503,-30.2176,-31.7795,-9.2881,0
-32.5839,-30.3464,-31.7627,-9.1519,0
-32.4343,-30.4133,-31.7427,-9.0296,0
-32.2699,-30.3866,-31.7240,-8.9017,0
-32.0923,-30.2850,-31.6996,-8.7355,0
-31.9160,-30.1283,-31.6614,-8.5094,0
-31.7625,-29.9467,-31.6078,-8.2250,0
-31.6392,-29.7647,-31.5395,-7.8974,0
-31.5241,-29.5693,-31.4556,-7.5397,0
-31.3888,-29.3436,-31.3505,-7.1487,0
-31.2200,-29.0811,-31.2066,-6.7061,0
-31.0437,-28.7890,-31.0196,-6.2253,0
-30.9035,-28.4876,-30.8200,-5.7765,0
-30.8261,-28.1981,-30.6282,-5.4080,0
-30.8261,-27.9376,-30.4308,-5.1185,0
-30.8830,-27.6912,-30.1988,-4.8887,0
-30.9543,-27.4222,-29.8961,-4.6828,0
-31.0369,-27.1137,-29.5213,-4.5044,0
-31.1427,-26.7567,-29.1162,-4.4088,0
-31.2634,-26.3354,-28.7029,-4.4111,0
-31.4047,-25.8554,-28.2645,-4.4666,0
-31.5787,-25.3401,-27.7841,-4.5299,0
-31.7924,-24.8209,-27.2668,-4.5955,0
-32.0658,-24.3264,-26.7370,-4.6961,0
-32.3776,-23.8281,-26.2251,-4.8768,0
-32.6536,-23.2617,-25.7435,-5.1635,0
-32.8503,-22.6011,-25.2869,-5.5463,0
-32.9895,-21.8742,-24.8518,-5.9997,0
-33.1288,-21.1449,-24.4480,-6.5163,0
-33.3092,-20.4523,-24.0917,-7.1051,0
-33.5147,-19.7833,-23.7890,-7.7706,0
-33.6920,-19.1224,-23.5356,-8.5087,0
-33.8021,-18.4622,-23.3222,-9.3095,0
-33.8470,-17.7976,-23.1343,-10.1558,0
-33.8568,-17.1516,-22.9570,-11.0275,0
-33.8551,-16.5638,-22.7805,-11.9046,0
-33.8430,-16.0651,-22.6022,-12.7727,0
-33.8152,-15.6787,-22.4202,-13.6205,0
-33.7656,-15.3962,-22.2241,-14.4318,0
-33.6818,-15.1731,-22.0054,-15.1974,0
-33.5751,-15.0063,-21.7712,-15.9242,0
-33.4850,-14.9538,-21.5445,-16.6380,0
-33.4268,-15.0577,-21.3515,-17.3715,0
-33.3759,-15.3177,-21.2010,-18.1338,0
-33.3011,-15.7131,-21.0798,-18.9062,0
-33.1827,-16.2052,-20.9705,-19.6669,0
-33.0254,-16.7411,-20.8511,-20.3822,0
-32.8557,-17.2531,-20.6930,-21.0011,0
-32.6908,-17.6663,-20.4973,-21.5300,0
-32.5396,-17.9575,-20.2905,-22.0305,0
-32.4168,-18.1871,-20.0831,-22.5287,0
-32.3334,-18.4261,-19.8925,-23.0498,0
-32.2662,-18.6526,-19.7363,-23.6152,0
-32.1531,-18.7572,-19.6018,-24.1919,0
-31.9712,-18.6663,-19.4891,-24.7787,0
-31.7441,-18.3715,-19.4080,-25.4069,0
-31.5003,-17.9050,-19.3333,-26.0604,0
-31.2858,-17.3381,-19.2261,-26.7001,0
-31.1074,-16.6935,-19.0700,-27.3046,0
-30.9297,-15.9743,-18.8759,-27.8732,0
-30.7435,-15.2632,-18.6666,-28.4198,0
-30.5485,-14.6609,-18.4600,-28.9626,0
-30.3293,-14.2215,-18.2568,-29.5114,0
-30.0749,-13.9625,-18.0398,-30.0569,0
-29.7968,-13.8774,-17.7944,-30.5837,0
-29.5255,-13.9557,-17.5218,-31.0838,0
-29.2923,-14.2006,-17.2316,-31.5497,0
-29.1176,-14.6104,-16.9330,-31.9790,0
-29.0012,-15.1473,-16.6276,-32.3770,0
-28.9250,-15.7469,-16.3036,-32.7446,0
-28.8797,-16.3597,-15.9444,-33.0807,0
-28.8724,-16.9693,-15.5423,-33.3935,0
-28.9120,-17.5804,-15.1050,-33.6878,0
-29.0111,-18.1996,-14.6453,-33.9519,0
-29.1749,-18.8174,-14.1659,-34.1645,0
-29.3810,-19.4066,-13.6587,-34.3094,0
-29.6053,-19.9495,-13.1124,-34.3880,0
-29.8408,-20.4496,-12.5229,-34.4257,0
-30.0765,-20.9143,-11.9005,-34.4619,0
-30.3013,-21.3446,-11.2615,-34.5257,0
-30.5142,-21.7444,-10.6162,-34.6268,0
-30.7105,-22.1242,-9.9723,-34.7691,0
-30.8931,-22.5038,-9.3324,-34.9476,0
-31.0820,-22.9116,-8.6897,-35.1358,0
-31.2844,-23.3618,-8.0409,-35.2935,0
-31.4847,-23.8481,-7.3992,-35.3899,0
-31.6666,-24.3688,-6.7910,-35.4218,0
-31.8210,-24.9324,-6.2396,-35.4102,0
-31.9525,-25.5451,-5.7482,-35.3778,0
-32.0745,-26.1983,-5.3020,-35.3317,0
-32.1865,-26.8697,-4.8760,-35.2635,0
-32.2819,-27.5446,-4.4487,-35.1615,0
-32.3578,-28.2191,-4.0205,-35.0245,0
-32.4152,-28.8954,-3.6011,-34.8520,0
-32.4709,-29.5829,-3.1860,-34.6330,0
-32.5471,-30.2855,-2.7659,-34.3618,0
-32.6505,-30.9983,-2.3286,-34.0452,0
-32.7705,-31.7086,-1.8598,-33.6955,0
-32.8951,-32.4007,-1.3667,-33.3254,0
-33.0209,-33.0689,-0.8786,-32.9365,0
-33.1506,-33.7075,-0.4288,-32.5193,0
-33.2893,-34.3007,-0.0428,-32.0643,0
-33.4379,-34.8287,0.2727,-31.5669,0
